"mmsi","basedatetime","lat","lon","sog","cog","heading","vesselname","imo","callsign","vesseltype","status","length","width","draft","cargo","transceiverclass"
9,"2020-01-06 16:58:03",47.55398,-122.65435,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-06 16:58:30",29.55979,-90.13505,0,246.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:15:18",47.55142,-122.63347,0.8,342.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:05:51",47.54896,-122.64415,0.3,294.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-18 09:16:24",47.55158,-122.63326,0.6,60.1,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:17:30",47.55163,-122.63301,0.5,76,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:07:11",48.65097,-123.44715,0,279.4,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
9,"2020-01-18 09:18:35",47.5517,-122.63273,0.6,78.1,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:08:31",48.65097,-123.44716,0,97.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-22 11:09:41",48.65097,-123.44716,0,331.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-30 01:19:02",18.45952,-66.09007,0,101,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 04:07:01",47.54561,-122.64719,0.7,143.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-08 17:30:02",29.55978,-90.13507,0,298.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 15:09:41",29.54244,-90.12954,0,150,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 07:07:01",47.54895,-122.64432,0.3,262.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:08:12",47.54894,-122.64445,0.2,252.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 04:08:13",47.5454,-122.64706,0.5,163.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 04:09:21",47.54523,-122.64698,0.5,165.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 11:10:50",48.65097,-123.44716,0,176.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-14 13:11:19",29.54115,-90.12948,0.1,51.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:19:39",47.55172,-122.63247,0.5,78.5,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:21:18",47.55178,-122.63214,0.4,69.8,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-28 04:10:43",47.54505,-122.6469,0.5,156.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-28 04:10:51",27.29223,-90.9678,0.1,289.6,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-08 17:33:02",29.5598,-90.13505,0,303.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-16 10:53:18",29.5431,-90.12984,0,307.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:22:19",47.55183,-122.63194,0.5,68.5,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
11,"2020-01-14 13:12:09",27.29228,-90.9678,0,246.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-26 07:09:22",47.54893,-122.64454,0.2,252.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-16 10:54:15",27.29229,-90.96769,0,236.9,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-26 07:10:30",47.54891,-122.6446,0.2,235.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-02 22:23:34",27.29226,-90.96791,0.1,247.8,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-22 11:12:01",48.65096,-123.44716,0,295.4,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
9,"2020-01-18 09:24:39",47.55197,-122.63145,0.5,64.5,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
11,"2020-01-24 14:08:29",27.29235,-90.96763,0.1,168.8,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-30 01:28:02",18.45952,-66.09008,0,285.8,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
8,"2020-01-28 04:11:52",47.54489,-122.64681,0.4,161.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-18 09:26:38",47.5521,-122.63106,0.4,70.2,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-12 14:56:19",29.54211,-90.12957,0.2,263.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 04:13:02",47.54556,-122.64718,8.4,345.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-30 01:31:01",18.4595,-66.09,0.1,212,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
9,"2020-01-06 16:59:32",47.55396,-122.65435,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:00:03",47.55397,-122.65434,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:13:11",48.65096,-123.44713,0,65.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-22 11:14:22",48.65096,-123.44713,0,91.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-08 17:39:01",29.55977,-90.13512,0,302.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:01:13",47.55398,-122.65434,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:11:40",47.54885,-122.644684,0.3,224.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 15:12:36",29.54244,-90.12952,0,161.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:27:48",47.55217,-122.63085,0.5,60.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:13:40",47.54869,-122.64493,0.4,230.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-28 04:13:54",27.29231,-90.96798,0,242.6,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-28 04:14:03",47.54764,-122.64789,8.2,342.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 04:15:04",47.54973,-122.64806,1.3,6.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-18 09:29:37",47.55229,-122.63057,0.4,59.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:30:48",47.55237,-122.63038,0.4,60,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:02:23",47.55397,-122.65434,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-28 04:16:09",47.54988,-122.64793,0.4,64.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:15:11",47.54864,-122.64516,0.4,259.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:16:22",47.54863,-122.64533,0.3,267.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-02 22:32:34",27.29231,-90.96784,0.1,281.7,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-18 09:33:27",47.55246,-122.62995,0.4,71.2,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:17:31",47.54861,-122.64548,0.3,254.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-16 11:02:18",29.5431,-90.12984,0.2,7.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:03:32",47.55396,-122.65435,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:04:33",47.55383,-122.65432,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-08 17:42:00",29.55978,-90.13506,0,298.2,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:37:17",47.552658,-122.62939,0.3,53,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-20 18:43:10",49.41438,-124.47952,22,116.7,115,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
9,"2020-01-18 09:39:09",47.55274,-122.62919,0.3,59.1,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:40:37",47.55281,-122.62903,0.3,60,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
11,"2020-01-12 14:59:47",27.29235,-90.96776,0.2,0,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-10 15:15:37",29.54243,-90.12956,0.1,159.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-20 18:44:57",49.40954,-124.46458,22,116.2,116,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
11,"2020-01-28 04:16:54",27.29221,-90.96777,0,253.1,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-28 04:17:16",47.5498,-122.6477,0.5,133.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-24 14:14:31",27.29229,-90.96781,0,163,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-06 17:05:42",47.55396,-122.65434,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-20 18:48:55",49.39796,-124.43265,21.3,119.1,117,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
9,"2020-01-06 17:06:52",47.55391,-122.65436,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-06 17:07:27",29.55981,-90.13504,0,246.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 15:18:39",29.54242,-90.12953,0,167.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-14 13:26:19",29.54112,-90.12954,0.2,98.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-16 11:05:19",29.54301,-90.12987,0.1,175.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-22 11:15:31",48.650978,-123.44716,0,190.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 07:19:40",47.54856,-122.645706,0.3,256.7,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-02 22:35:35",27.29227,-90.96785,0.1,271.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-30 01:34:01",18.45952,-66.09008,0,161.2,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-10 15:21:37",29.54244,-90.12952,0,197.8,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-08 17:45:02",29.5598,-90.13507,0,303,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-01 07:08:21",27.29212,-90.96779,0.1,225.7,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-18 09:44:48",47.55294,-122.62851,0.2,79.6,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:17:01",48.65097,-123.4471,0,109.8,345,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-30 01:37:01",18.4595,-66.09,0,225,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
9,"2020-01-18 09:46:57",47.55301,-122.62828,0.3,61.2,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-16 11:08:19",29.54304,-90.12985,0,213.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:48:48",47.55311,-122.62806,0.3,54.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:18:11",48.65096,-123.44712,0,191.1,345,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
9,"2020-01-18 09:49:59",47.55317,-122.62794,0.3,58.6,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:51:09",47.55323,-122.62781,0.3,54.1,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:08:02",47.55397,-122.65434,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-16 11:11:19",29.5431,-90.12985,0.2,357,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-14 13:29:19",29.54114,-90.12961,0.2,269.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:09:24",47.55396,-122.65435,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-06 17:10:27",29.5598,-90.13501,0,249.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:10:34",47.55394,-122.65435,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-10 15:27:36",29.54245,-90.1295,0,175.3,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-12 15:08:18",29.54212,-90.12959,0.2,294.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-20 18:57:29",49.37723,-124.362,21.7,112.3,112,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
8,"2020-01-28 04:18:22",47.54968,-122.64756,0.5,147.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 04:19:24",47.54956,-122.64747,0.5,156,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 11:19:22",48.65097,-123.44715,0,206.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-22 11:20:31",48.65097,-123.44714,0,177.9,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
9,"2020-01-06 17:12:02",47.55397,-122.65435,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:52:18",47.55329,-122.62769,0.3,58.4,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-10 15:30:37",29.54244,-90.12951,0,200.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:56:37",47.55343,-122.62718,0.3,81,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:21:41",48.65096,-123.44714,0,7.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-26 07:20:51",47.54854,-122.64583,0.3,255,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 11:22:42",48.65097,-123.44716,0,289.1,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
11,"2020-01-14 13:30:02",27.29237,-90.96782,0,190.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-30 01:40:01",18.4595,-66.09,0.1,149,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-22 11:24:01",48.65095,-123.44712,0,8.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 04:20:33",47.54942,-122.64739,0.5,164.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-08 17:57:00",29.55974,-90.13509,0,290.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 09:58:48",47.5535,-122.6269,0.3,69.5,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 09:59:57",47.55353,-122.62676,0.3,73.9,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-16 11:17:18",29.54307,-90.12985,0.1,235,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-10 15:33:36",29.54243,-90.1295,0,215.5,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-30 01:43:02",18.45953,-66.09008,0.1,138.4,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
12,"2020-01-12 15:11:21",29.54206,-90.12948,0.2,165.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
11,"2020-01-24 14:26:23",27.2923,-90.96787,0.1,172.8,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-06 17:14:02",47.55397,-122.65432,0.1,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-28 04:21:54",47.54925,-122.64733,0.4,170.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-06 17:15:24",47.55398,-122.65435,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:16:34",47.55398,-122.65435,0,249.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:22:11",47.54853,-122.64597,0.2,269.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:23:30",47.54852,-122.64611,0.3,262.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:24:51",47.54849,-122.64624,0.2,254.2,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 11:25:31",48.65097,-123.44714,0,57.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-22 11:26:42",48.65099,-123.44706,0.3,83.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
11,"2020-01-01 07:23:22",27.29222,-90.96792,0,296.4,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
12,"2020-01-10 15:36:38",29.54243,-90.12952,0,238.7,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-14 13:35:18",29.54113,-90.1296,0.1,276,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:17:42",47.55402,-122.6543,0.1,318.9,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-22 11:27:51",48.65096,-123.44716,0,225.5,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-16 11:20:18",29.54302,-90.12986,0.1,277,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-30 01:46:01",18.4595,-66.09,0,173,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-22 11:29:01",48.65095,-123.44716,0,350.2,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
11,"2020-01-28 04:22:56",27.29221,-90.96783,0.1,219.7,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-28 04:23:03",47.54909,-122.64726,0.5,162.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-12 15:14:19",29.54209,-90.12956,0,185.9,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
12,"2020-01-14 13:38:19",29.5411,-90.12951,0.1,108.6,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:19:03",47.55404,-122.65429,0,318.9,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-06 17:19:27",29.5598,-90.13504,0,260.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-26 07:27:11",47.54843,-122.64636,0.1,228.8,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:28:20",47.54839,-122.64644,0.2,237.1,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-02 22:59:36",27.29225,-90.96797,0.1,242.5,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-06 17:21:03",47.55323,-122.65487,4.6,199.7,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-20 19:02:47",49.36688,-124.32368,5.7,102.7,107,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
0,"2020-01-22 11:30:11",48.65094,-123.44714,0,215.7,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
9,"2020-01-18 10:00:07",47.55354,-122.62674,0.3,75.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-28 04:24:13",47.54894,-122.64712,0.5,141.3,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 04:25:24",47.54879,-122.64692,0.6,137.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-06 17:22:28",29.55981,-90.13506,0,257.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-06 17:22:34",47.55093,-122.65517,8.3,175.3,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
11,"2020-01-28 04:25:54",27.2922,-90.96782,0.1,195.6,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
8,"2020-01-28 04:26:34",47.54863,-122.64673,0.5,143.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
12,"2020-01-10 15:39:36",29.54244,-90.12952,0,235.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 10:01:19",47.55357,-122.62659,0.3,76,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 10:02:37",47.55361,-122.6264,0.3,75.5,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
11,"2020-01-12 15:17:52",27.29238,-90.96799,0.4,33.2,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
9,"2020-01-18 10:03:48",47.55364,-122.62623,0.3,78.8,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:30:20",47.54828,-122.64664,0.3,229.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-18 10:04:58",47.55366,-122.62607,0.3,78.9,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
8,"2020-01-26 07:31:50",47.5482,-122.6468,0.3,239,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
11,"2020-01-02 23:02:32",27.29221,-90.9677,0,187,511,\N,\N,\N,\N,5,\N,\N,\N,\N,"A"
0,"2020-01-22 11:31:41",48.65104,-123.4472,0,348.3,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-22 11:32:51",48.65106,-123.44722,0,105,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
0,"2020-01-20 19:03:49",49.36637,-124.32132,5.9,103.7,113,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
12,"2020-01-12 15:20:20",29.54209,-90.1295,0.2,275.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
8,"2020-01-28 04:27:44",47.54845,-122.64655,0.5,151.4,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
0,"2020-01-22 11:34:11",48.65095,-123.44712,0,118.6,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
8,"2020-01-28 04:28:54",47.54827,-122.64642,0.6,155.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-18 10:06:07",47.5537,-122.62592,0.3,73.1,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
0,"2020-01-30 01:52:02",18.45953,-66.09008,0,128.4,268,"PENELOPE ROSE","IMO0000101","PENEOPE",30,5,21,6,0.8,0,"A"
0,"2020-01-22 11:35:22",48.65097,-123.44714,0,274.8,511,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,0.8,0,"A"
12,"2020-01-14 13:41:18",29.54114,-90.12962,0.2,220.1,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
0,"2020-01-20 19:09:00",49.3579,-124.2876,21.6,111.9,112,"PENELOPE ROSE","IMO0000101","PENEOPE",30,15,21,6,2.7,30,"A"
8,"2020-01-26 07:33:01",47.54811,-122.64695,2.5,199.5,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-26 07:35:31",47.5508,-122.65433,9.1,307.6,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
8,"2020-01-28 04:30:13",47.54807,-122.64633,0.5,162.9,511,\N,\N,\N,\N,0,\N,\N,\N,\N,"A"
9,"2020-01-06 17:23:39",47.54734,-122.65606,24.8,221.8,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:24:43",47.54268,-122.66497,25,230.6,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 10:07:38",47.55375,-122.62571,0.3,65.9,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-18 10:08:48",47.5538,-122.62556,0.3,64.2,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
9,"2020-01-06 17:25:49",47.54196,-122.66423,25.2,51.4,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
12,"2020-01-08 18:03:07",29.5598,-90.1351,0,281.4,511,"CLETUS","IMO0000000",\N,37,\N,20,6,\N,\N,"B"
9,"2020-01-18 10:10:38",47.55387,-122.62528,0.4,78.8,511,\N,\N,\N,\N,15,\N,\N,\N,\N,"A"
